casewalk_id,course_id,course_name,track,block,score,stage,paragraph_start,paragraph_end,source_file,snippet
curso-holobiomagnetismo-parte-1::004,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_3,25,conflict_synthesis,33,38,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"lo mejor posible, especialmente con nuestra intención. Ya tengo aquí esto escrito. Esto es un código. Las letras, el solecito, es un código de información. Letras que expresan una idea y un símbolo que expresa una forma en donde fluye o cómo fluye la información. Este es el lado derecho, este es el lado izquierdo. Mientras voy a dejar polarizando esa agua. Me dice, sostén el sanabaite escrito con la mano izquierda y sostén con la mano derecha el vaso de vidrio con agua. Y me dice, intencionar la transmisión, efecto izquierdo-derecho. Esto es un ciclo típico, arquetípico del cuerpo. La mano izquierda recibe, la mano izquierda emite. Aunque se puede hacer de ambas formas, lo clásico, lo típico es así. Durante de uno a tres minutos. ¿Qué voy a hacer? Bueno, y después me dice, vas a ingerir el sanabaite, pero vas a hacerlo con todos los sentidos. Huele el agua, degusta el agua, siente cómo fluye y cambia la información en tu cuerpo. Si este es el sanabaite del lado derecho, del riñón derecho, yo lo puedo tocar, lo puedo sostener, inclusive nada más pudiera verlo. Pero como lo quiero hacer, como dicen todos los pasos clásicos, lo sostengo con la izquierda. Inclusive si quiero hacerlo muy técnico, lo coloco en mi chacra de la recepción. Con mi chacra emisor, que es la mano derecha, tomo conciencia del proceso. Dice de uno a tres minutos por decir algo, realmente es un ratín, ¿no? Capto qué hay aquí, tomo conciencia. Aquí hay una información que en el riñón derecho, que sufre de insuficiencia renal, hay un cambio de información. Ese cambio de información es este símbolo. Y esta información específica del cambio de información en ese lugar que sufre eso, vamos a colocarlo en esta agua. Esta agua va a circular por todo el sistema de Sandra Gabriela, y al circular por su sistema llevará en todos los sentidos y a todos los aspectos esta información circulante. Claro que después de unas horas, más o menos unas tres o cuatro horas, el efecto se pierde. ¿Qué hay que hacer? Resintonizar. Entonces yo aquí intenciono el flujo. Una cosa típica para meter y sacar información es lo inhalo, siento cómo esta información pasa a través de mí, y cómo yo al exhalar la implanto acá. Repi…"
curso-holobiomagnetismo-parte-1::004,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_3,25,intake,33,38,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"lo mejor posible, especialmente con nuestra intención. Ya tengo aquí esto escrito. Esto es un código. Las letras, el solecito, es un código de información. Letras que expresan una idea y un símbolo que expresa una forma en donde fluye o cómo fluye la información. Este es el lado derecho, este es el lado izquierdo. Mientras voy a dejar polarizando esa agua. Me dice, sostén el sanabaite escrito con la mano izquierda y sostén con la mano derecha el vaso de vidrio con agua. Y me dice, intencionar la transmisión, efecto izquierdo-derecho. Esto es un ciclo típico, arquetípico del cuerpo. La mano izquierda recibe, la mano izquierda emite. Aunque se puede hacer de ambas formas, lo clásico, lo típico es así. Durante de uno a tres minutos. ¿Qué voy a hacer? Bueno, y después me dice, vas a ingerir el sanabaite, pero vas a hacerlo con todos los sentidos. Huele el agua, degusta el agua, siente cómo fluye y cambia la información en tu cuerpo. Si este es el sanabaite del lado derecho, del riñón derecho, yo lo puedo tocar, lo puedo sostener, inclusive nada más pudiera verlo. Pero como lo quiero hacer, como dicen todos los pasos clásicos, lo sostengo con la izquierda. Inclusive si quiero hacerlo muy técnico, lo coloco en mi chacra de la recepción. Con mi chacra emisor, que es la mano derecha, tomo conciencia del proceso. Dice de uno a tres minutos por decir algo, realmente es un ratín, ¿no? Capto qué hay aquí, tomo conciencia. Aquí hay una información que en el riñón derecho, que sufre de insuficiencia renal, hay un cambio de información. Ese cambio de información es este símbolo. Y esta información específica del cambio de información en ese lugar que sufre eso, vamos a colocarlo en esta agua. Esta agua va a circular por todo el sistema de Sandra Gabriela, y al circular por su sistema llevará en todos los sentidos y a todos los aspectos esta información circulante. Claro que después de unas horas, más o menos unas tres o cuatro horas, el efecto se pierde. ¿Qué hay que hacer? Resintonizar. Entonces yo aquí intenciono el flujo. Una cosa típica para meter y sacar información es lo inhalo, siento cómo esta información pasa a través de mí, y cómo yo al exhalar la implanto acá. Repi…"
curso-holobiomagnetismo-parte-1::004,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_3,25,intervention,33,38,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"lo mejor posible, especialmente con nuestra intención. Ya tengo aquí esto escrito. Esto es un código. Las letras, el solecito, es un código de información. Letras que expresan una idea y un símbolo que expresa una forma en donde fluye o cómo fluye la información. Este es el lado derecho, este es el lado izquierdo. Mientras voy a dejar polarizando esa agua. Me dice, sostén el sanabaite escrito con la mano izquierda y sostén con la mano derecha el vaso de vidrio con agua. Y me dice, intencionar la transmisión, efecto izquierdo-derecho. Esto es un ciclo típico, arquetípico del cuerpo. La mano izquierda recibe, la mano izquierda emite. Aunque se puede hacer de ambas formas, lo clásico, lo típico es así. Durante de uno a tres minutos. ¿Qué voy a hacer? Bueno, y después me dice, vas a ingerir el sanabaite, pero vas a hacerlo con todos los sentidos. Huele el agua, degusta el agua, siente cómo fluye y cambia la información en tu cuerpo. Si este es el sanabaite del lado derecho, del riñón derecho, yo lo puedo tocar, lo puedo sostener, inclusive nada más pudiera verlo. Pero como lo quiero hacer, como dicen todos los pasos clásicos, lo sostengo con la izquierda. Inclusive si quiero hacerlo muy técnico, lo coloco en mi chacra de la recepción. Con mi chacra emisor, que es la mano derecha, tomo conciencia del proceso. Dice de uno a tres minutos por decir algo, realmente es un ratín, ¿no? Capto qué hay aquí, tomo conciencia. Aquí hay una información que en el riñón derecho, que sufre de insuficiencia renal, hay un cambio de información. Ese cambio de información es este símbolo. Y esta información específica del cambio de información en ese lugar que sufre eso, vamos a colocarlo en esta agua. Esta agua va a circular por todo el sistema de Sandra Gabriela, y al circular por su sistema llevará en todos los sentidos y a todos los aspectos esta información circulante. Claro que después de unas horas, más o menos unas tres o cuatro horas, el efecto se pierde. ¿Qué hay que hacer? Resintonizar. Entonces yo aquí intenciono el flujo. Una cosa típica para meter y sacar información es lo inhalo, siento cómo esta información pasa a través de mí, y cómo yo al exhalar la implanto acá. Repi…"
curso-holobiomagnetismo-parte-1::004,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_3,25,setup,33,38,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"lo mejor posible, especialmente con nuestra intención. Ya tengo aquí esto escrito. Esto es un código. Las letras, el solecito, es un código de información. Letras que expresan una idea y un símbolo que expresa una forma en donde fluye o cómo fluye la información. Este es el lado derecho, este es el lado izquierdo. Mientras voy a dejar polarizando esa agua. Me dice, sostén el sanabaite escrito con la mano izquierda y sostén con la mano derecha el vaso de vidrio con agua. Y me dice, intencionar la transmisión, efecto izquierdo-derecho. Esto es un ciclo típico, arquetípico del cuerpo. La mano izquierda recibe, la mano izquierda emite. Aunque se puede hacer de ambas formas, lo clásico, lo típico es así. Durante de uno a tres minutos. ¿Qué voy a hacer? Bueno, y después me dice, vas a ingerir el sanabaite, pero vas a hacerlo con todos los sentidos. Huele el agua, degusta el agua, siente cómo fluye y cambia la información en tu cuerpo. Si este es el sanabaite del lado derecho, del riñón derecho, yo lo puedo tocar, lo puedo sostener, inclusive nada más pudiera verlo. Pero como lo quiero hacer, como dicen todos los pasos clásicos, lo sostengo con la izquierda. Inclusive si quiero hacerlo muy técnico, lo coloco en mi chacra de la recepción. Con mi chacra emisor, que es la mano derecha, tomo conciencia del proceso. Dice de uno a tres minutos por decir algo, realmente es un ratín, ¿no? Capto qué hay aquí, tomo conciencia. Aquí hay una información que en el riñón derecho, que sufre de insuficiencia renal, hay un cambio de información. Ese cambio de información es este símbolo. Y esta información específica del cambio de información en ese lugar que sufre eso, vamos a colocarlo en esta agua. Esta agua va a circular por todo el sistema de Sandra Gabriela, y al circular por su sistema llevará en todos los sentidos y a todos los aspectos esta información circulante. Claro que después de unas horas, más o menos unas tres o cuatro horas, el efecto se pierde. ¿Qué hay que hacer? Resintonizar. Entonces yo aquí intenciono el flujo. Una cosa típica para meter y sacar información es lo inhalo, siento cómo esta información pasa a través de mí, y cómo yo al exhalar la implanto acá. Repi…"
curso-holobiomagnetismo-parte-1::004,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_3,25,systemic_analysis,33,38,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"lo mejor posible, especialmente con nuestra intención. Ya tengo aquí esto escrito. Esto es un código. Las letras, el solecito, es un código de información. Letras que expresan una idea y un símbolo que expresa una forma en donde fluye o cómo fluye la información. Este es el lado derecho, este es el lado izquierdo. Mientras voy a dejar polarizando esa agua. Me dice, sostén el sanabaite escrito con la mano izquierda y sostén con la mano derecha el vaso de vidrio con agua. Y me dice, intencionar la transmisión, efecto izquierdo-derecho. Esto es un ciclo típico, arquetípico del cuerpo. La mano izquierda recibe, la mano izquierda emite. Aunque se puede hacer de ambas formas, lo clásico, lo típico es así. Durante de uno a tres minutos. ¿Qué voy a hacer? Bueno, y después me dice, vas a ingerir el sanabaite, pero vas a hacerlo con todos los sentidos. Huele el agua, degusta el agua, siente cómo fluye y cambia la información en tu cuerpo. Si este es el sanabaite del lado derecho, del riñón derecho, yo lo puedo tocar, lo puedo sostener, inclusive nada más pudiera verlo. Pero como lo quiero hacer, como dicen todos los pasos clásicos, lo sostengo con la izquierda. Inclusive si quiero hacerlo muy técnico, lo coloco en mi chacra de la recepción. Con mi chacra emisor, que es la mano derecha, tomo conciencia del proceso. Dice de uno a tres minutos por decir algo, realmente es un ratín, ¿no? Capto qué hay aquí, tomo conciencia. Aquí hay una información que en el riñón derecho, que sufre de insuficiencia renal, hay un cambio de información. Ese cambio de información es este símbolo. Y esta información específica del cambio de información en ese lugar que sufre eso, vamos a colocarlo en esta agua. Esta agua va a circular por todo el sistema de Sandra Gabriela, y al circular por su sistema llevará en todos los sentidos y a todos los aspectos esta información circulante. Claro que después de unas horas, más o menos unas tres o cuatro horas, el efecto se pierde. ¿Qué hay que hacer? Resintonizar. Entonces yo aquí intenciono el flujo. Una cosa típica para meter y sacar información es lo inhalo, siento cómo esta información pasa a través de mí, y cómo yo al exhalar la implanto acá. Repi…"
curso-holobiomagnetismo-parte-1::011,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_7,19,conflict_synthesis,78,84,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"Va, probamos pronósticos, sí. Voy a poner aquí mi hojita, mi inventario global. El inventario global es eso que se ve en pantalla. En los protocolos, al final, la página 900 y pilo, creo. Esta alineación energética es una sola consulta, es decir, si yo voy a trabajar con un paciente, mi estilo de fórmula básica sería, llega el consultante, lo primero que hago es, antes de que me diga, no, que vengo esto, análisis sistémico, nombre completo, fecha de nacimiento, de papá, mamá, hijos, padres de los hijos, parejas significativas. Yo con eso, antes de que la persona me diga, vengo aquí, allá, lo que sea, yo busco cuál es la función que busca reparar más, función materna, función paterna o infancia. Ya que veo qué pedo, le pregunto, ahora sí, cuál crees tú que es tu motivo de consulta. No, pues tengo tales síntomas, dolor de aquí, diagnóstico de allá, alergia por allá, va. Ya que me dice los síntomas, pregunto las preguntas de ley. ¿A partir de qué edad tuya empieza este dolor, este padecimiento? ¿Cuál es la frecuencia de molestia? ¿Es diario, veces por semana, algunas veces en el año? Características de eso, a esa pregunta a veces no aplica. Si me dice, tengo un dolor en un lugar, sí aplica, porque ese dolor puede ser quema, pica, pulsa, ¿cómo es el dolor? Si me dice dolor de rodilla, ¿cuál sería la característica? No solamente la forma del dolor, sino también pues derecha o izquierda. Fecha aproximada de origen, frecuencia, características y por último, si la persona relaciona ese síntoma con algo. Siempre que es de noche, cuando es de mañana, después de comer cierta cosa, cuando siempre voy a un lugar, cuando estoy sentado, parado, castigado, etc. Si lo puede relacionar con algo. Eso se llama fecha de origen, frecuencia, características y factores que inhiben o estimulan. Es decir, ¿has notado que después de algo o con algo o comiendo algo o en un lugar el síntoma sube o baja? Esos son factores y pistas. Entonces ya tengo mi análisis sistémico para ver qué repara más, mamá, papá o infancia, y ya tengo sus motivos de consulta. A veces, nada más con eso, ya veo por dónde está el tema. Porque si quiere reparar más a papá, nadie nunca va a reparar a papá, aunque lo b…"
curso-holobiomagnetismo-parte-1::011,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_7,19,intake,78,84,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"Va, probamos pronósticos, sí. Voy a poner aquí mi hojita, mi inventario global. El inventario global es eso que se ve en pantalla. En los protocolos, al final, la página 900 y pilo, creo. Esta alineación energética es una sola consulta, es decir, si yo voy a trabajar con un paciente, mi estilo de fórmula básica sería, llega el consultante, lo primero que hago es, antes de que me diga, no, que vengo esto, análisis sistémico, nombre completo, fecha de nacimiento, de papá, mamá, hijos, padres de los hijos, parejas significativas. Yo con eso, antes de que la persona me diga, vengo aquí, allá, lo que sea, yo busco cuál es la función que busca reparar más, función materna, función paterna o infancia. Ya que veo qué pedo, le pregunto, ahora sí, cuál crees tú que es tu motivo de consulta. No, pues tengo tales síntomas, dolor de aquí, diagnóstico de allá, alergia por allá, va. Ya que me dice los síntomas, pregunto las preguntas de ley. ¿A partir de qué edad tuya empieza este dolor, este padecimiento? ¿Cuál es la frecuencia de molestia? ¿Es diario, veces por semana, algunas veces en el año? Características de eso, a esa pregunta a veces no aplica. Si me dice, tengo un dolor en un lugar, sí aplica, porque ese dolor puede ser quema, pica, pulsa, ¿cómo es el dolor? Si me dice dolor de rodilla, ¿cuál sería la característica? No solamente la forma del dolor, sino también pues derecha o izquierda. Fecha aproximada de origen, frecuencia, características y por último, si la persona relaciona ese síntoma con algo. Siempre que es de noche, cuando es de mañana, después de comer cierta cosa, cuando siempre voy a un lugar, cuando estoy sentado, parado, castigado, etc. Si lo puede relacionar con algo. Eso se llama fecha de origen, frecuencia, características y factores que inhiben o estimulan. Es decir, ¿has notado que después de algo o con algo o comiendo algo o en un lugar el síntoma sube o baja? Esos son factores y pistas. Entonces ya tengo mi análisis sistémico para ver qué repara más, mamá, papá o infancia, y ya tengo sus motivos de consulta. A veces, nada más con eso, ya veo por dónde está el tema. Porque si quiere reparar más a papá, nadie nunca va a reparar a papá, aunque lo b…"
curso-holobiomagnetismo-parte-1::011,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_7,19,intervention,78,84,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"Va, probamos pronósticos, sí. Voy a poner aquí mi hojita, mi inventario global. El inventario global es eso que se ve en pantalla. En los protocolos, al final, la página 900 y pilo, creo. Esta alineación energética es una sola consulta, es decir, si yo voy a trabajar con un paciente, mi estilo de fórmula básica sería, llega el consultante, lo primero que hago es, antes de que me diga, no, que vengo esto, análisis sistémico, nombre completo, fecha de nacimiento, de papá, mamá, hijos, padres de los hijos, parejas significativas. Yo con eso, antes de que la persona me diga, vengo aquí, allá, lo que sea, yo busco cuál es la función que busca reparar más, función materna, función paterna o infancia. Ya que veo qué pedo, le pregunto, ahora sí, cuál crees tú que es tu motivo de consulta. No, pues tengo tales síntomas, dolor de aquí, diagnóstico de allá, alergia por allá, va. Ya que me dice los síntomas, pregunto las preguntas de ley. ¿A partir de qué edad tuya empieza este dolor, este padecimiento? ¿Cuál es la frecuencia de molestia? ¿Es diario, veces por semana, algunas veces en el año? Características de eso, a esa pregunta a veces no aplica. Si me dice, tengo un dolor en un lugar, sí aplica, porque ese dolor puede ser quema, pica, pulsa, ¿cómo es el dolor? Si me dice dolor de rodilla, ¿cuál sería la característica? No solamente la forma del dolor, sino también pues derecha o izquierda. Fecha aproximada de origen, frecuencia, características y por último, si la persona relaciona ese síntoma con algo. Siempre que es de noche, cuando es de mañana, después de comer cierta cosa, cuando siempre voy a un lugar, cuando estoy sentado, parado, castigado, etc. Si lo puede relacionar con algo. Eso se llama fecha de origen, frecuencia, características y factores que inhiben o estimulan. Es decir, ¿has notado que después de algo o con algo o comiendo algo o en un lugar el síntoma sube o baja? Esos son factores y pistas. Entonces ya tengo mi análisis sistémico para ver qué repara más, mamá, papá o infancia, y ya tengo sus motivos de consulta. A veces, nada más con eso, ya veo por dónde está el tema. Porque si quiere reparar más a papá, nadie nunca va a reparar a papá, aunque lo b…"
curso-holobiomagnetismo-parte-1::011,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_7,19,setup,78,84,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"Va, probamos pronósticos, sí. Voy a poner aquí mi hojita, mi inventario global. El inventario global es eso que se ve en pantalla. En los protocolos, al final, la página 900 y pilo, creo. Esta alineación energética es una sola consulta, es decir, si yo voy a trabajar con un paciente, mi estilo de fórmula básica sería, llega el consultante, lo primero que hago es, antes de que me diga, no, que vengo esto, análisis sistémico, nombre completo, fecha de nacimiento, de papá, mamá, hijos, padres de los hijos, parejas significativas. Yo con eso, antes de que la persona me diga, vengo aquí, allá, lo que sea, yo busco cuál es la función que busca reparar más, función materna, función paterna o infancia. Ya que veo qué pedo, le pregunto, ahora sí, cuál crees tú que es tu motivo de consulta. No, pues tengo tales síntomas, dolor de aquí, diagnóstico de allá, alergia por allá, va. Ya que me dice los síntomas, pregunto las preguntas de ley. ¿A partir de qué edad tuya empieza este dolor, este padecimiento? ¿Cuál es la frecuencia de molestia? ¿Es diario, veces por semana, algunas veces en el año? Características de eso, a esa pregunta a veces no aplica. Si me dice, tengo un dolor en un lugar, sí aplica, porque ese dolor puede ser quema, pica, pulsa, ¿cómo es el dolor? Si me dice dolor de rodilla, ¿cuál sería la característica? No solamente la forma del dolor, sino también pues derecha o izquierda. Fecha aproximada de origen, frecuencia, características y por último, si la persona relaciona ese síntoma con algo. Siempre que es de noche, cuando es de mañana, después de comer cierta cosa, cuando siempre voy a un lugar, cuando estoy sentado, parado, castigado, etc. Si lo puede relacionar con algo. Eso se llama fecha de origen, frecuencia, características y factores que inhiben o estimulan. Es decir, ¿has notado que después de algo o con algo o comiendo algo o en un lugar el síntoma sube o baja? Esos son factores y pistas. Entonces ya tengo mi análisis sistémico para ver qué repara más, mamá, papá o infancia, y ya tengo sus motivos de consulta. A veces, nada más con eso, ya veo por dónde está el tema. Porque si quiere reparar más a papá, nadie nunca va a reparar a papá, aunque lo b…"
curso-holobiomagnetismo-parte-1::011,curso-holobiomagnetismo-parte-1,Curso Holobiomagnetismo Parte 1,Salud,salud__holobiomagnetismo_parte_1__modulo_7,19,systemic_analysis,78,84,/Users/m2/Documents/New project/data/processed_library/Salud/curso-holobiomagnetismo-parte-1/sources/transcripcion_completa.txt,"Va, probamos pronósticos, sí. Voy a poner aquí mi hojita, mi inventario global. El inventario global es eso que se ve en pantalla. En los protocolos, al final, la página 900 y pilo, creo. Esta alineación energética es una sola consulta, es decir, si yo voy a trabajar con un paciente, mi estilo de fórmula básica sería, llega el consultante, lo primero que hago es, antes de que me diga, no, que vengo esto, análisis sistémico, nombre completo, fecha de nacimiento, de papá, mamá, hijos, padres de los hijos, parejas significativas. Yo con eso, antes de que la persona me diga, vengo aquí, allá, lo que sea, yo busco cuál es la función que busca reparar más, función materna, función paterna o infancia. Ya que veo qué pedo, le pregunto, ahora sí, cuál crees tú que es tu motivo de consulta. No, pues tengo tales síntomas, dolor de aquí, diagnóstico de allá, alergia por allá, va. Ya que me dice los síntomas, pregunto las preguntas de ley. ¿A partir de qué edad tuya empieza este dolor, este padecimiento? ¿Cuál es la frecuencia de molestia? ¿Es diario, veces por semana, algunas veces en el año? Características de eso, a esa pregunta a veces no aplica. Si me dice, tengo un dolor en un lugar, sí aplica, porque ese dolor puede ser quema, pica, pulsa, ¿cómo es el dolor? Si me dice dolor de rodilla, ¿cuál sería la característica? No solamente la forma del dolor, sino también pues derecha o izquierda. Fecha aproximada de origen, frecuencia, características y por último, si la persona relaciona ese síntoma con algo. Siempre que es de noche, cuando es de mañana, después de comer cierta cosa, cuando siempre voy a un lugar, cuando estoy sentado, parado, castigado, etc. Si lo puede relacionar con algo. Eso se llama fecha de origen, frecuencia, características y factores que inhiben o estimulan. Es decir, ¿has notado que después de algo o con algo o comiendo algo o en un lugar el síntoma sube o baja? Esos son factores y pistas. Entonces ya tengo mi análisis sistémico para ver qué repara más, mamá, papá o infancia, y ya tengo sus motivos de consulta. A veces, nada más con eso, ya veo por dónde está el tema. Porque si quiere reparar más a papá, nadie nunca va a reparar a papá, aunque lo b…"
